$******************************************************$
TABLED1     1001
        0.149500 20091.30.150000 18289.90.150500 14748.90.151000 12943.3
        0.151500 10152.20.152000  7591.00.152500  5378.50.153000  3381.0
        0.153500  1809.90.154000   681.80.154500    93.50.673000     0.0
        0.673500185818.90.674000189921.70.674500179592.90.675000179821.9
        0.675500164133.20.676000153357.00.676500148221.20.677000132629.7
        0.677500126442.50.678000111036.90.678500101960.40.679000 94453.1
        0.679500 85154.10.680000 79783.00.680500 73126.30.681000 69270.4
        0.681500 64510.40.682000 61443.40.682500 60125.30.683000 54629.3
        0.683500 53483.90.684000 48351.10.684500 47906.90.685000 46528.4
        0.685500 40293.10.686000 39642.70.686500 33755.10.687000 34183.1
        0.687500 32104.20.688000 27156.80.688500 26079.80.689000 21803.3
        0.689500 20936.70.690000 18249.10.690500 14979.90.691000 12667.5
        0.691500 10059.60.692000  7442.30.692500  5187.20.693000  3258.6
        0.693500  1692.70.694000   611.20.694500    67.60.763000     0.0
        0.763500193406.60.764000185271.90.764500178245.40.765000179502.8
        0.765500163569.20.766000153855.40.766500148203.80.767000133091.0
        0.767500127327.40.768000111095.00.768500103159.80.769000 94762.4
        0.769500 85557.60.770000 80771.90.770500 72832.70.771000 70386.2
        0.771500 64376.00.772000 61846.50.772500 57551.10.773000 55859.9
        0.773500 55073.60.774000 48631.20.774500 48786.30.775000 46980.5
        0.775500 40527.40.776000 40389.70.776500 33556.10.777000 34792.9
        0.777500 32004.90.778000 27223.00.778500 26242.30.779000 21522.0
        0.779500 21052.90.780000 18040.50.780500 14879.40.781000 12601.1
        0.781500  9653.00.782000  7500.80.782500  5143.20.783000  3224.2
        0.783500  1671.20.784000   597.30.784500    63.60.785000     0.0
        0.785500     0.00.786000     0.00.786500     0.00.787000     0.0
            ENDT
$******************************************************$
DAREA       1003       3       2     1.0
$******************************************************$
TLOAD1         5    1003                    1003
$******************************************************$
$******************************************************$
TABLED1     1004
        0.000000     0.00.043000     0.00.043500   -21.70.064500     0.0
        0.065000172438.50.065500166815.20.066000165620.90.066500155969.2
        0.067000153739.90.067500142370.40.068000134809.00.068500133238.5
        0.069000123270.10.069500124450.60.070000113734.00.070500108702.6
        0.071000111723.60.071500102666.60.072000108274.80.072500 97044.6
        0.073000 92494.90.073500 96568.00.074000 86305.80.074500 81252.4
        0.075000 83115.50.075500 74160.10.076000 76597.40.076500 64193.4
        0.077000 58788.80.077500 59039.50.078000 49863.40.078500 51379.1
        0.079000 40234.40.079500 35302.20.080000 34796.70.080500 27112.8
        0.081000 26871.70.081500 19037.00.082000 15053.50.082500 13569.7
        0.083000  8875.90.083500  6264.10.084000  4773.20.084500  2589.1
        0.085000  1563.50.085500   562.90.086000    97.50.154500     0.0
        0.155000171856.20.155500166603.60.156000165449.00.156500155830.1
        0.157000154369.20.157500142282.90.158000135458.00.158500133968.1
        0.159000123406.20.159500125641.10.160000114060.20.160500109073.2
        0.161000112699.60.161500102323.20.162000108864.20.162500 97110.4
        0.163000 91786.60.163500 97141.40.164000 85190.60.164500 81146.1
        0.165000 82818.80.165500 72929.40.166000 76895.00.166500 62979.0
        0.167000 58509.80.167500 58803.40.168000 48941.90.168500 51617.4
        0.169000 39589.60.169500 35174.10.170000 34799.30.170500 26742.8
        0.171000 27015.50.171500 18890.90.172000 15009.70.172500 13626.8
        0.173000  8801.50.173500  6302.60.174000  4766.00.174500  2579.2
        0.175000  1563.90.175500   556.00.176000    94.80.694500     0.0
        0.695000171677.10.695500171050.30.696000161886.40.696500153973.5
        0.697000152106.40.697500141311.40.698000139621.90.698500128944.6
        0.699000121322.60.699500122677.50.700000112845.60.700500107754.1
        0.701000110954.10.701500102177.40.702000107869.50.702500 96525.9
        0.703000 92383.90.703500 96248.40.704000 85851.70.704500 91358.6
        0.705000 77575.00.705500 72617.20.706000 74132.20.706500 63284.1
        0.707000 66728.20.707500 53531.70.708000 48511.60.708500 48815.1
        0.709000 39480.30.709500 34567.70.710000 33658.80.710500 26994.6
        0.711000 26150.20.711500 18709.90.712000 14875.40.712500 13170.3
        0.713000  8744.60.713500  7427.90.714000  4066.90.714500  2368.4
        0.715000  1418.60.715500   493.20.716000    84.20.784500     0.0
        0.785000171335.50.785500171053.10.786000161618.40.786500154411.7
        0.787000152376.20.787500141466.00.788000140722.90.788500129022.9
        0.789000122149.30.789500123595.20.790000112805.60.790500117325.9
        0.791000106680.80.791500100827.90.792000107046.00.792500 95331.8
        0.793000 92185.90.793500 95362.20.794000 85048.40.794500 91302.1
        0.795000 76347.80.795500 72479.70.796000 73644.80.796500 62417.8
        0.797000 66974.60.797500 52656.10.798000 48491.50.798500 48697.4
        0.799000 38992.20.799500 41234.00.800000 30346.10.800500 26084.7
        0.801000 25340.90.801500 18330.70.802000 14733.20.802500 12941.5
        0.803000  8724.40.803500  7387.40.804000  4039.90.804500  2376.4
        0.805000  1409.90.805500   490.60.806000    81.70.806500     0.0
        0.807000     0.00.807500     0.00.808000     0.00.808500     0.0
            ENDT
$******************************************************$
DAREA       1004       4       2     1.0
$******************************************************$
TLOAD1         7    1004                    1004
$******************************************************$
$******************************************************$
TABLED1     1005
        0.000000     0.00.064500     0.00.065000    -9.30.086000     0.0
        0.086500108110.00.087000 96712.50.087500100470.60.088000 90382.3
        0.088500 92748.40.089000 96811.60.089500100484.60.090000108905.2
        0.090500111573.30.091000113925.00.091500128213.00.092000132015.8
        0.092500126199.60.093000145605.60.093500137185.40.094000140200.8
        0.094500128635.40.095000119568.50.095500112119.50.096000 97360.9
        0.096500 84462.50.097000 69736.80.097500 57618.30.098000 43587.4
        0.098500 36535.60.099000 25860.20.099500 19931.10.100000 19744.3
        0.100500 12821.00.101000 14217.40.101500 14277.60.102000 11739.0
        0.102500 13003.70.103000 11709.00.103500 12402.90.104000 11320.9
        0.104500  9740.90.105000  8179.60.105500  6152.60.106000  4352.3
        0.106500  2671.10.107000  1194.20.107500   306.50.176000     0.0
        0.176500108772.60.177000 97594.10.177500100604.10.178000 91175.3
        0.178500 92883.10.179000 96391.10.179500101147.60.180000107339.8
        0.180500109759.50.181000109517.10.181500120822.00.182000123387.6
        0.182500114382.80.183000132531.20.183500122758.70.184000124505.8
        0.184500113077.70.185000104931.50.185500 98954.70.186000 86863.3
        0.186500 76116.10.187000 63555.30.187500 54070.00.188000 41059.8
        0.188500 36046.00.189000 26202.60.189500 20785.60.190000 21660.1
        0.190500 14186.80.191000 16119.10.191500 15848.40.192000 12944.6
        0.192500 14347.50.193000 12391.70.193500 13120.80.194000 11776.9
        0.194500  9941.50.195000  8387.40.195500  6179.60.196000  4371.5
        0.196500  2666.40.197000  1177.00.197500   298.20.716000     0.0
        0.716500 98532.70.717000 92673.60.717500 99029.20.718000 88517.9
        0.718500 91288.30.719000 97228.50.719500 99053.80.720000109292.8
        0.720500112112.80.721000112894.60.721500129789.00.722000131368.8
        0.722500142903.40.723000138021.30.723500133240.50.724000137693.4
        0.724500127725.50.725000127604.70.725500109684.20.726000 99219.5
        0.726500 87209.10.727000 75892.90.727500 62930.40.728000 49172.4
        0.728500 41866.70.729000 29456.80.729500 23456.70.730000 21925.1
        0.730500 14273.90.731000 15314.40.731500 10113.60.732000 13890.7
        0.732500 13410.10.733000 11833.80.733500 12137.00.734000 10358.4
        0.734500  9649.10.735000  7845.60.735500  5868.90.736000  4082.9
        0.736500  2466.50.737000  1063.60.737500   243.90.806000     0.0
        0.806500 99875.00.807000 93916.40.807500100317.50.808000 89883.1
        0.808500 98717.10.809000 94540.30.809500 97670.00.810000108027.2
        0.810500110040.20.811000107661.90.811500123157.60.812000121917.1
        0.812500131313.90.813000124933.30.813500118716.20.814000122063.8
        0.814500112136.50.815000111600.10.815500 94085.90.816000 84949.8
        0.816500 72785.10.817000 63924.90.817500 52104.70.818000 40633.9
        0.818500 36315.30.819000 24899.10.819500 21676.10.820000 20953.3
        0.820500 14222.20.821000 16454.80.821500 10864.90.822000 15375.3
        0.822500 14630.10.823000 12808.00.823500 13196.20.824000 10928.0
        0.824500 10180.40.825000  8183.10.825500  6022.50.826000  4191.0
        0.826500  2491.00.827000  1065.60.827500   239.40.828000     0.0
        0.828500     0.00.829000     0.00.829500     0.00.830000     0.0
            ENDT
$******************************************************$
DAREA       1005       5       2     1.0
$******************************************************$
TLOAD1         9    1005                    1005
$******************************************************$
$******************************************************$
TABLED1     1006
        0.000000     0.00.086000     0.00.086500    -1.60.107500     0.0
        0.108000200021.90.108500195582.80.109000189041.20.109500173113.3
        0.110000167678.80.110500145347.60.111000136524.30.111500121338.1
        0.112000109292.80.112500100734.70.113000 93825.20.113500 81875.9
        0.114000 82180.90.114500 73610.40.115000 76227.10.115500 75712.3
        0.116000 75024.90.116500 75548.30.117000 77305.60.117500 78660.5
        0.118000 80897.40.118500 79232.50.119000 74181.50.119500 70633.1
        0.120000 69450.70.120500 63065.70.121000 56056.10.121500 50404.7
        0.122000 44056.60.122500 38272.60.123000 31629.60.123500 27237.1
        0.124000 22086.00.124500 17930.80.125000 13474.20.125500 11160.7
        0.126000  8156.60.126500  6413.00.127000  4700.20.127500  2956.7
        0.128000  1853.50.128500   909.80.129000   261.50.129500     6.5
        0.197500     0.00.198000199541.40.198500195061.90.199000187916.0
        0.199500173059.60.200000166136.00.200500144686.10.201000136624.9
        0.201500119280.50.202000110347.70.202500 99551.50.203000 93223.4
        0.203500 82884.90.204000 80168.20.204500 74432.00.205000 75467.2
        0.205500 74468.80.206000 75636.90.206500 73616.50.207000 77138.7
        0.207500 77930.10.208000 79507.90.208500 79137.50.209000 72947.3
        0.209500 70081.20.210000 69013.30.210500 62355.80.211000 55789.0
        0.211500 50146.70.212000 43716.80.212500 38258.30.213000 31508.1
        0.213500 27139.00.214000 22180.80.214500 17846.90.215000 13528.9
        0.215500 11187.00.216000  8129.50.216500  6447.80.217000  4675.6
        0.217500  2951.50.218000  1844.50.218500   897.80.219000   255.8
        0.219500     5.50.737500     0.00.738000197543.30.738500193170.9
        0.739000186928.50.739500170834.10.740000166519.80.740500143297.8
        0.741000135770.40.741500120426.20.742000108019.70.742500101224.5
        0.743000 86474.20.743500 85602.70.744000 82875.00.744500 74241.2
        0.745000 77288.90.745500 75259.80.746000 75942.50.746500 75282.7
        0.747000 77130.00.747500 78910.60.748000 80056.90.748500 79178.0
        0.749000 73664.20.749500 72927.50.750000 67796.50.750500 61726.0
        0.751000 55043.70.751500 49792.70.752000 43136.50.752500 37811.9
        0.753000 31066.20.753500 26725.50.754000 21778.90.754500 16543.3
        0.755000 13670.30.755500 11032.80.756000  8007.20.756500  6276.8
        0.757000  4534.00.757500  2838.90.758000  1746.60.758500   780.8
        0.759000   227.60.759500     1.30.827500     0.00.828000199292.5
        0.828500194162.00.829000187592.20.829500171628.30.830000165190.3
        0.830500144448.40.831000134402.80.831500119720.20.832000108794.5
        0.832500 98565.20.833000 87439.90.833500 84209.00.834000 81556.4
        0.834500 74824.00.835000 74950.70.835500 70337.60.836000 77457.3
        0.836500 74487.90.837000 78078.10.837500 77560.50.838000 79657.1
        0.838500 78961.80.839000 72461.90.839500 72766.50.840000 67232.8
        0.840500 61052.90.841000 54992.20.841500 49305.80.842000 42899.4
        0.842500 37826.80.843000 30778.00.843500 26790.60.844000 21763.0
        0.844500 16463.60.845000 13770.80.845500 10985.70.846000  8021.3
        0.846500  6300.50.847000  4505.50.847500  2845.20.848000  1732.9
        0.848500   772.00.849000   222.10.849500     0.80.850000     0.0
        0.850500     0.00.851000     0.00.851500     0.00.852000     0.0
            ENDT
$******************************************************$
DAREA       1006       6       2     1.0
$******************************************************$
TLOAD1        11    1006                    1006
$******************************************************$
$******************************************************$
TABLED1     1007
        0.000000     0.00.107500     0.00.108000     0.00.129500     0.0
        0.130000130033.80.130500124998.40.131000130830.50.131500126368.7
        0.132000123139.20.132500123056.90.133000114076.90.133500116021.6
        0.134000 98329.10.134500 99641.10.135000 88992.50.135500 89022.4
        0.136000 86254.40.136500 71959.10.137000 77390.50.137500 74647.4
        0.138000 66212.60.138500 66775.10.139000 59427.30.139500 67100.0
        0.140000 67760.60.140500 61698.00.141000 63497.50.141500 57363.0
        0.142000 60452.90.142500 56417.90.143000 51380.10.143500 47990.0
        0.144000 41002.30.144500 38694.50.145000 32831.70.145500 27037.1
        0.146000 22977.00.146500 18661.20.147000 13929.30.147500 10878.4
        0.148000  7405.00.148500  5584.80.149000  3710.80.149500  2002.5
        0.150000  1073.50.150500   333.20.151000    27.80.219500     0.0
        0.220000129894.90.220500124302.10.221000130458.10.221500125207.8
        0.222000122252.50.222500122047.30.223000112345.50.223500115235.4
        0.224000 96418.40.224500 98306.20.225000 87638.40.225500 87024.7
        0.226000 85372.80.226500 70165.60.227000 76205.80.227500 73796.8
        0.228000 64701.40.228500 66700.70.229000 58333.60.229500 66951.9
        0.230000 67827.00.230500 61132.00.231000 64282.20.231500 57095.1
        0.232000 60948.50.232500 56925.80.233000 51358.80.233500 48736.3
        0.234000 41029.30.234500 38973.90.235000 33086.90.235500 26935.0
        0.236000 23146.90.236500 18542.40.237000 13858.50.237500 10812.9
        0.238000  7264.20.238500  5508.60.239000  3620.50.239500  1944.8
        0.240000  1038.70.240500   317.90.241000    25.20.759500     0.0
        0.760000130788.40.760500125562.60.761000131222.20.761500126060.3
        0.762000123278.80.762500122828.60.763000113208.00.763500103525.0
        0.764000104070.60.764500101617.80.765000 90924.50.765500 88404.2
        0.766000 87368.50.766500 71920.70.767000 76509.90.767500 61383.9
        0.768000 71717.60.768500 69060.80.769000 62084.40.769500 66111.0
        0.770000 58889.80.770500 66157.50.771000 64364.60.771500 59950.9
        0.772000 59190.50.772500 52741.10.773000 53151.40.773500 47609.6
        0.774000 41955.00.774500 37671.70.775000 32693.60.775500 26702.1
        0.776000 22235.10.776500 17021.90.777000 14058.30.777500 10724.3
        0.778000  7281.10.778500  5347.70.779000  3147.30.779500  2026.5
        0.780000  1005.70.780500   290.60.781000    15.10.849500     0.0
        0.850000130579.20.850500125151.50.851000130998.80.851500124822.4
        0.852000123029.40.852500121466.50.853000111922.50.853500102927.0
        0.854000101816.00.854500101046.50.855000 89153.30.855500 86685.1
        0.856000 86738.90.856500 69620.60.857000 76159.70.857500 59906.9
        0.858000 70763.70.858500 69014.30.859000 60776.10.859500 66586.6
        0.860000 58323.70.860500 66157.10.861000 64942.70.861500 59625.8
        0.862000 60046.30.862500 52850.50.863000 53467.70.863500 48243.9
        0.864000 41893.40.864500 38201.10.865000 32725.70.865500 26772.7
        0.866000 22374.40.866500 16866.50.867000 14080.30.867500 10588.5
        0.868000  7190.40.868500  5264.30.869000  3062.50.869500  1977.1
        0.870000   971.20.870500   277.70.871000    13.20.871500     0.0
        0.872000     0.00.872500     0.00.873000     0.00.873500     0.0
            ENDT
$******************************************************$
DAREA       1007       7       2     1.0
$******************************************************$
TLOAD1        13    1007                    1007
$******************************************************$
$******************************************************$
TABLED1     1008
        0.000000     0.00.129500     0.00.130000   -27.70.151000     0.0
        0.151500128892.10.152000122407.50.152500132906.90.153000133355.7
        0.153500140108.40.154000145013.80.154500148042.80.155000147904.4
        0.155500149673.70.156000151510.90.156500145879.90.157000150279.6
        0.157500137401.00.158000131788.40.158500131006.60.159000116827.5
        0.159500118302.00.160000100340.10.160500 92101.50.161000 89325.2
        0.161500 75404.10.162000 75410.50.162500 60766.50.163000 54399.0
        0.163500 52035.80.164000 42720.70.164500 38345.20.165000 35405.4
        0.165500 30148.00.166000 28736.10.166500 22933.20.167000 20266.8
        0.167500 18550.50.168000 14989.90.168500 13943.00.169000 10458.1
        0.169500  8251.40.170000  6952.20.170500  4554.20.171000  3284.5
        0.171500  1677.20.172000   604.20.172500    98.40.241000     0.0
        0.241500126066.80.242000119740.80.242500130225.50.243000131228.4
        0.243500137979.50.244000143566.30.244500146800.10.245000147121.7
        0.245500149365.90.246000151199.50.246500146484.60.247000150301.1
        0.247500138325.80.248000132438.80.248500131438.00.249000117963.7
        0.249500118240.40.250000101089.90.250500 92233.10.251000 89155.7
        0.251500 75677.20.252000 74790.40.252500 60561.90.253000 54038.3
        0.253500 51259.70.254000 42510.00.254500 41539.30.255000 33108.2
        0.255500 29326.70.256000 27488.70.256500 22685.40.257000 19757.2
        0.257500 18142.30.258000 14931.10.258500 13645.20.259000 10395.8
        0.259500  8185.50.260000  6851.30.260500  4535.80.261000  3239.4
        0.261500  1652.60.262000   592.90.262500    93.10.781000     0.0
        0.781500118192.00.782000128989.90.782500135598.10.783000134063.9
        0.783500140558.00.784000146145.70.784500146831.50.785000148294.0
        0.785500153948.30.786000147018.60.786500146306.80.787000147026.8
        0.787500136611.60.788000140351.30.788500123248.90.789000116668.0
        0.789500113914.30.790000 99354.00.790500 99944.10.791000 82248.9
        0.791500 75233.50.792000 71617.50.792500 60196.50.793000 54014.0
        0.793500 50086.00.794000 43469.20.794500 41085.50.795000 33392.2
        0.795500 29731.20.796000 27348.50.796500 23037.70.797000 21669.0
        0.797500 17252.00.798000 14701.20.798500 13289.60.799000 10255.5
        0.799500  8991.90.800000  6260.50.800500  4291.80.801000  3060.7
        0.801500  1536.80.802000   528.80.802500    66.60.871000     0.0
        0.871500115533.80.872000126262.20.872500133342.70.873000131734.7
        0.873500138843.20.874000144691.90.874500145505.00.875000148192.2
        0.875500152868.70.876000147822.70.876500146241.60.877000147447.6
        0.877500138014.00.878000139961.60.878500125165.10.879000116509.4
        0.879500114699.20.880000100096.30.880500 99363.70.881000 83261.0
        0.881500 74434.10.882000 71749.10.882500 59929.00.883000 53251.0
        0.883500 50051.00.884000 42650.40.884500 40771.20.885000 32976.5
        0.885500 29233.40.886000 27151.60.886500 22642.50.887000 21490.8
        0.887500 17047.00.888000 14545.00.888500 13196.80.889000 10137.9
        0.889500  8936.80.890000  6184.60.890500  4255.30.891000  3020.3
        0.891500  1511.90.892000   516.40.892500    62.20.893000     0.0
        0.893500     0.00.894000     0.00.894500     0.00.895000     0.0
            ENDT
$******************************************************$
DAREA       1008       8       2     1.0
$******************************************************$
TLOAD1        15    1008                    1008
$******************************************************$
$******************************************************$
TABLED1     1009
        0.000000     0.00.151000     0.00.151500   -15.90.172500     0.0
        0.173000169948.90.173500168480.10.174000186790.40.174500168950.3
        0.175000184744.00.175500155349.00.176000143574.00.176500145491.0
        0.177000126472.30.177500120917.20.178000101082.00.178500 83341.7
        0.179000 79182.30.179500 66492.40.180000 58939.30.180500 47461.5
        0.181000 45394.10.181500 39041.20.182000 39709.40.182500 37454.4
        0.183000 34265.70.183500 40929.90.184000 33781.10.184500 38769.4
        0.185000 39029.50.185500 34206.90.186000 38291.20.186500 32464.6
        0.187000 33250.20.187500 32504.00.188000 24803.30.188500 23583.2
        0.189000 16934.20.189500 16741.20.190000 14317.60.190500  9548.6
        0.191000  8303.80.191500  6288.50.192000  3616.40.192500  2686.9
        0.193000  1098.10.193500   595.00.194000   125.70.262500     0.0
        0.263000169355.90.263500196536.60.264000169565.20.264500161148.5
        0.265000181496.30.265500150990.90.266000140279.00.266500144538.7
        0.267000122869.90.267500120975.50.268000 99890.50.268500 81829.6
        0.269000 80789.90.269500 64666.50.270000 60177.20.270500 47839.3
        0.271000 44825.90.271500 40723.00.272000 39086.00.272500 34076.7
        0.273000 36703.20.273500 40825.50.274000 35095.70.274500 38463.4
        0.275000 38834.30.275500 34429.90.276000 37408.00.276500 32310.7
        0.277000 32726.70.277500 31779.60.278000 24567.10.278500 22940.0
        0.279000 16597.80.279500 16449.20.280000 13953.60.280500  9416.4
        0.281000  8119.10.281500  4459.60.282000  4243.40.282500  2789.5
        0.283000  1131.90.283500   599.70.284000   122.60.802500     0.0
        0.803000169692.10.803500197218.50.804000170294.60.804500162323.0
        0.805000182095.10.805500152911.10.806000167260.30.806500131369.9
        0.807000119294.90.807500116445.50.808000100309.60.808500 90511.7
        0.809000 73919.00.809500 63453.60.810000 55409.80.810500 48969.2
        0.811000 42837.80.811500 39760.10.812000 40402.50.812500 32309.4
        0.813000 38182.90.813500 40672.90.814000 35163.30.814500 39677.3
        0.815000 33133.70.815500 37951.40.816000 38461.80.816500 33618.7
        0.817000 33376.90.817500 27356.10.818000 27357.60.818500 23669.6
        0.819000 17554.40.819500 16525.20.820000 14133.90.820500  9482.0
        0.821000  7972.70.821500  4458.40.822000  4090.40.822500  2681.8
        0.823000  1063.60.823500   539.60.824000    70.50.892500     0.0
        0.893000168827.60.893500196092.50.894000169433.90.894500160820.2
        0.895000181750.40.895500151028.30.896000166767.70.896500130615.9
        0.897000117698.60.897500117091.70.898000 98533.80.898500 90743.5
        0.899000 73773.90.899500 62502.90.900000 56302.90.900500 48161.9
